API#,Operator,Operator ID,WellType,WellName,WellNumber,OrderNumbers,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,ZONE
3503720895.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,COGEE WEST,31,68139.0,24840.0,CREEK,16.0,17N,07E,,C,SE,SW,35.94645996,-96.57687962,1500.0,3000.0,RED FORK
3503720945.0,DISCOVER RESOURCES LLC,19958.0,2D,HUTTON,31,543015.0,39310.0,CREEK,8.0,17N,07E,,SW,SE,SW,35.96011213,-96.59595556,0.0,2500.0,"PRUE, RED FORK"
3503720953.0,NBI SERVICES INC,13989.0,2D,JOSEPH McNAC,35,411578.0,35542.0,CREEK,3.0,16N,07E,N2,NW,NW,NW,35.9004383,-96.56428485,125.0,500.0,"PRUE, SKINNER"
3503720961.0,BOOTH JOHN H INC,236.0,2R,HAYDEN,6,340167.0,32706.0,CREEK,23.0,19N,09E,,NW,SW,NE,36.11480752,-96.32365135,1150.0,100.0,RED FORK
3503720968.0,ONEOK GAS STORAGE LLC,20643.0,2R,DEPEW STORAGE WATER INJ WELL,4,86565.0,26186.0,CREEK,6.0,14N,08E,SE,NE,NW,SE,35.71739672,-96.49915228,250.0,2000.0,DUTCHER
3503720970.0,DEXXON INC,16835.0,2R,KIEFER UNIT,33-44W,39190.0,21634.0,CREEK,9.0,17N,12E,,,,SW,35.95937981,-96.04252399,NA,NA,GLENN
3503720971.0,BEREXCO LLC,22550.0,2R,VIDA M. WAY,26A,666086.0,42934.0,CREEK,17.0,18N,07E,,NE,SW,NW,36.04196264,-96.59836515,0.0,8000.0,ARBUCKLE
3503720972.0,DEXXON INC,16835.0,2R,KIEFER UNIT,33-42W,39190.0,21634.0,CREEK,9.0,17N,12E,,,,SE,35.95935116,-96.03359637,NA,NA,GLENN
3503720973.0,DEXXON INC,16835.0,2R,KIEFER UNIT,33-43W,39190.0,21634.0,CREEK,9.0,17N,12E,,,,SW,35.959349,-96.038499,NA,NA,GLENN
3503720975.0,WHITDALE INC,6190.0,2D,SELLERS,A-7,353401.0,33254.0,CREEK,13.0,17N,07E,,NW,SE,NE,35.95466807,-96.51557223,300.0,500.0,CLEVELAND
3503720980.0,GLIMP OIL COMPANY LLC,19470.0,2D,BRYAN STEPHENS,W-1,86695.0,26197.0,CREEK,1.0,17N,07E,,,SE,SE,35.97556777,-96.51227645,500.0,600.0,LAYTON
3503720989.0,CARTLEDGE & CARTLEDGE OIL COMPANY INC,11750.0,2D,HENGST,2-A,91617.0,26469.0,CREEK,31.0,18N,12E,,NW,SW,SW,35.99114875,-96.08183328,75.0,100.0,WILCOX
3503720992.0,DEXXON INC,16835.0,2R,YARHOLA ROYALTY UNIT,3W15,87945.0,26261.0,CREEK,16.0,17N,07E,,SW,NE,NW,35.95577408,-96.57876178,NA,NA,RED FORK
3503721012.0,ROVER OPERATING LLC,23934.0,2R,DYER ,3.0,1707410010.0,42856.0,CREEK,4.0,14N,07E,,SW,SE,NW,35.719966,-96.57759,1410.0,700.0,PRUE SAND
3503721031.0,WACHOB OIL & GAS LLC,22840.0,2R,TAYLOR,4 A,31783.0,20514.0,CREEK,4.0,17N,12E,,SE,NE,NE,35.98532109,-96.02976349,NA,NA,BARTLESVILLE
3503721033.0,MID-CON ENERGY OPERATING LLC,23271.0,2D,"FISHER, G.W.  SWD",27,1404740042.0,41935.0,CREEK,18.0,18N,07E,NE,SW,NE,NE,36.04461144,-96.60422588,500.0,20000.0,ARBUCKLE
3503721040.0,NBI SERVICES INC,13989.0,2R,"SAM KEYS TR ""1""",W-17,68251.0,24890.0,CREEK,28.0,17N,07E,,SE,NE,NE,35.92665027,-96.56558633,1500.0,22000.0,LAYTON
3503721057.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,R.S. LITCHFIELD,59,68139.0,24840.0,CREEK,21.0,17N,07E,,C,NW,NE,35.9428153,-96.57238677,1500.0,3000.0,PRUE
3503721066.0,KLO LLC,16112.0,2R,B. MILLER,4,443066.0,36728.0,CREEK,22.0,19N,08E,NW,SW,NW,NE,36.11715102,-96.44883764,1265.0,150.0,RED FORK
3503721143.0,NBI SERVICES INC,13989.0,2D,"TIGER ""H""",5,466984.0,37489.0,CREEK,17.0,17N,07E,,NE,SE,SE,35.94736061,-96.58468579,0.0,2000.0,"ARBUCKLE, BIG LIME, OSWEGO "
3503721167.0,KEYSTONE OIL AND GAS COMPANY LLC,23000.0,2D,CLARA F. MARRS,1,302667.0,32381.0,CREEK,2.0,17N,08E,,C,NW,SW,35.97941546,-96.43824692,300.0,300.0,SKINNER
3503721175.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,D-13X,43774.0,22230.0,CREEK,16.0,17N,12E,NE,NE,NE,NE,35.95889633,-96.02942604,NA,NA,GLENN
3503721179.0,NBI SERVICES INC,13989.0,2R,"SAM KEYS TR ""1""",W-19,68251.0,24890.0,CREEK,28.0,17N,07E,,NW,NW,NE,35.92998075,-96.57447954,NA,NA,PRUE
3503721180.0,NBI SERVICES INC,13989.0,2R,S. KEYS TR 1,W-20,68251.0,24890.0,CREEK,28.0,17N,07E,,,,NE,35.92995851,-96.57011178,NA,NA,SKINNER
3503721182.0,DEXXON INC,16835.0,2R,BERRYHILL GLEN SAND UNIT,7-88,239313.0,30468.0,CREEK,16.0,17N,12E,NW,NE,NE,NE,35.95870704,-96.03112246,850.0,2000.0,GLENN
3503721183.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT,7-89,234942.0,30390.0,CREEK,16.0,17N,12E,NE,NW,NW,NE,35.9587154,-96.03592018,850.0,2000.0,GLENN
3503721210.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,90,43774.0,22230.0,CREEK,16.0,17N,12E,S2,N2,NW,NE,35.95754773,-96.0358207,NA,NA,GLENN
3503721211.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,91,43774.0,22230.0,CREEK,16.0,17N,12E,NW,SE,NE,NE,35.95712748,-96.03112509,NA,NA,GLENN
3503721212.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,F-9,43774.0,22230.0,CREEK,16.0,17N,12E,,,,NE,35.95554617,-96.03803687,NA,NA,GLENN
3503721213.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,F11,43774.0,22230.0,CREEK,16.0,17N,12E,SE,SE,NW,NE,35.95570375,-96.03383032,NA,NA,GLENN
3503721214.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,F-13,43774.0,22230.0,CREEK,16.0,17N,12E,,,,NE,35.95553096,-96.02930334,NA,NA,GLENN
3503721221.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,92,43774.0,22230.0,CREEK,16.0,17N,12E,S2,N2,SE,NE,35.95413361,-96.03136659,NA,NA,GLENN
3503721224.0,DEXXON INC,16835.0,2R,WM BERRYHILL,74,128427.0,28181.0,CREEK,17.0,17N,12E,,SE,NW,NE,35.95671398,-96.05226021,NA,NA,GLENN
3503721225.0,DEXXON INC,16835.0,2R,WM BERRYHILL,75,193452.0,29769.0,CREEK,17.0,17N,12E,,NW,NW,NE,35.95799689,-96.05383409,NA,NA,GLENN
3503721226.0,DEXXON INC,16835.0,2R,WM BERRYHILL,76,193452.0,29769.0,CREEK,17.0,17N,12E,,NE,NW,NE,35.95799685,-96.05225625,NA,NA,GLENN
3503721227.0,DEXXON INC,16835.0,2R,WM BERRYHILL,77,193452.0,29769.0,CREEK,17.0,17N,12E,,SE,NW,NE,35.95671402,-96.05383802,NA,NA,GLENN
3503721236.0,BEREXCO LLC,22550.0,2R,KATIE BROWN (E40A-8),8E,48075.0,22692.0,CREEK,9.0,17N,07E,N2,N2,NE,SW,35.96608924,-96.57698707,NA,NA,BARTLESVILLE
3503721243.0,NBI SERVICES INC,13989.0,2R,SAM KEYS TR 1,W-21,68251.0,24890.0,CREEK,28.0,17N,07E,,NE,NE,NE,35.92987886,-96.56590387,NA,NA,RED FORK
3503721255.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,COGEE WEST,28,68139.0,24840.0,CREEK,16.0,17N,07E,,,,SW,35.948388173,-96.583323774,1500.0,3000.0,"BARTLESVILLE, CLEVELAND, LAYTON, PRUE, RED FORK, SKINNER, WILCOX"
3503721259.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,F-8,43774.0,22230.0,CREEK,16.0,17N,12E,SE,SE,NW,NW,35.95582879,-96.04273567,NA,NA,GLENN
3503721260.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,93,43774.0,22230.0,CREEK,16.0,17N,12E,N2,S2,SW,NE,35.9533722,-96.03582742,0.0,500.0,GLENN
3503721261.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,H-9X,43774.0,22230.0,CREEK,16.0,17N,12E,SW,SW,SW,NE,35.95208479,-96.03799167,NA,NA,GLENN
3503721262.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,H-11,43774.0,22230.0,CREEK,16.0,17N,12E,S2,S2,S2,NE,35.95193987,-96.03359999,NA,NA,GLENN
3503721263.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT,11-77,178515.0,29524.0,CREEK,16.0,17N,12E,NW,SE,NE,SE,35.9499882,-96.03117081,1000.0,500.0,GLENN
3503721264.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,76,43774.0,22230.0,CREEK,16.0,17N,12E,NE,SW,NW,SE,35.94983579,-96.03593447,0.0,550.0,GLENN
3503721265.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,H-13X,43774.0,22230.0,CREEK,16.0,17N,12E,SE,SE,SE,NE,35.95193244,-96.029377,NA,NA,GLENN
3503721280.0,3 BC CO INC,19495.0,2D,INEZ,1,1304740001.0,41407.0,CREEK,11.0,14N,07E,,SW,SE,SW,35.69805554,-96.54196033,300.0,1000.0,PRUE
3503721294.0,INTERNATIONAL ENERGY COMPANY LLC,23556.0,2D,ANNIE ROBERTS,1,111964.0,27456.0,CREEK,22.0,18N,07E,NW,SW,NE,NW,36.03004426,-96.56081477,0.0,3000.0,ARBUCKLE
3503721295.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,K-9,43774.0,22230.0,CREEK,16.0,17N,12E,,,,SE,35.94827536,-96.03803149,NA,NA,GLENN
3503721296.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,K11,43774.0,22230.0,CREEK,16.0,17N,12E,NW,NW,SE,SE,35.94807101,-96.03336985,NA,NA,GLENN
3503721297.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,K-13,43774.0,22230.0,CREEK,16.0,17N,12E,SE,SE,NE,SE,35.9483902,-96.029383,NA,NA,GLENN
3503721304.0,LAKESHORE OPERATING LLC,23797.0,2R,SCOTT DUTCHER SAND UNIT,WI-2,116717.0,27718.0,CREEK,2.0,16N,10E,E2,E2,W2,W2,35.893132982,-96.223702947,500.0,250.0,DUTCHER
3503721305.0,LAKESHORE OPERATING LLC,23797.0,2R,SCOTT DUTCHER SAND UNIT,WI-3,116719.0,27718.0,CREEK,2.0,16N,10E,C,NW,SE,SW,35.888179181,-96.222431601,500.0,250.0,DUTCHER
3503721306.0,LAKESHORE OPERATING LLC,23797.0,2R,SCOTT DUTCHER SAND UNIT,WI-4,116718.0,27718.0,CREEK,2.0,16N,10E,,S2,SE,NE,35.894036603,-96.221348697,500.0,250.0,DUTCHER
3503721307.0,LAKESHORE OPERATING LLC,23797.0,2R,SCOTT DUTCHER SAND UNIT TR 2,WI-5,575901.0,40332.0,CREEK,2.0,16N,10E,,NW,SW,NE,35.898103563,-96.218135047,500.0,300.0,DUTCHER
3503721308.0,LAKESHORE OPERATING LLC,23797.0,2R,SCOTT DUTCHER SAND UNIT TR 6,WI-6,116721.0,26241.0,CREEK,2.0,16N,10E,C,N2,SW,SE,35.888653455,-96.216304108,500.0,250.0,DUTCHER
3503721360.0,WHITEHEAD PRODUCTION CO INC,17677.0,2D,L.Y. KING,7,374429.0,33703.0,CREEK,35.0,18N,08E,,NW,NW,SW,35.99477789,-96.4395707,0.0,300.0,"BURGESS, RED FORK"
3503721404.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT,11-78,178512.0,29524.0,CREEK,16.0,17N,12E,,,SW,SE,35.94645699,-96.03597369,500.0,1440.0,GLENN
3503721405.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,79,178514.0,29524.0,CREEK,16.0,17N,12E,,,SE,SE,35.94644645,-96.03191991,1000.0,500.0,GLENN
3503721424.0,DANNY'S OILFIELD SERVICES INC,22775.0,CDW,LUCINDA,2-A,1105400013.0,40697.0,CREEK,4.0,15N,09E,,,SE,NW,35.80815893,-96.36256912,300.0,600.0,DUTCHER
3503721428.0,INTERNATIONAL ENERGY COMPANY LLC,23556.0,2R,M. WASHINGTON,4,470340.0,37592.0,CREEK,7.0,17N,07E,,C,SW,SE,35.96097,-96.60862,0.0,1200.0,"BIG LIME, OSWEGO"
3503721464.0,LINN OPERATING INC,22182.0,2R,S.R.U.,W-23,68251.0,24890.0,CREEK,21.0,17N,07E,,NE,NE,SW,35.93736038,-96.57487015,NA,NA,PRUE
3503721476.0,INTERNATIONAL ENERGY COMPANY LLC,23556.0,2D,STOLL,2-A,204076.0,29929.0,CREEK,28.0,18N,07E,N2,SW,SW,NW,36.011327,-96.58265371,300.0,300.0,LAYTON
3503721479.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,THOMAS,2A,65357.0,24554.0,CREEK,34.0,18N,07E,S2,NW,SW,NE,35.99808456,-96.55578477,NA,NA,BARTLESVILLE
3503721485.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN S.U. 10,H-8X,43774.0,22230.0,CREEK,16.0,17N,12E,N2,N2,N2,SW,35.95189927,-96.04254562,NA,NA,GLENN
3503721486.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT,6-70,178516.0,29524.0,CREEK,16.0,17N,12E,S2,N2,SW,NW,35.95408778,-96.04476838,1000.0,500.0,GLENN
3503721487.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 10,48,43774.0,22230.0,CREEK,16.0,17N,12E,S2,N2,NE,SW,35.95028659,-96.04032112,0.0,550.0,GLENN
3503721488.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT,6-G9,178517.0,29524.0,CREEK,16.0,17N,12E,NW,SE,NW,NW,35.95709823,-96.04456955,1000.0,500.0,GLENN
3503721507.0,HOLLOWAY DAVID A,10368.0,2R,EMMA BARKER,3A,341146.0,32749.0,CREEK,27.0,18N,10E,NE,NW,SE,NE,36.013331,-96.22827982,1300.0,110.0,DUTCHER
3503721544.0,DEXXON INC,16835.0,2R,"BERRYHILL, WILLIAM",90,220232.0,30140.0,CREEK,17.0,17N,12E,,NW,SW,NE,35.9544065,-96.05397685,600.0,1450.0,GLENN
3503721545.0,DEXXON INC,16835.0,2R,"BERRYHILL, WILLIAM",91,220233.0,30140.0,CREEK,17.0,17N,12E,,,,NE,35.95440647,-96.05239909,1655.0,1450.0,GLENN
3503721546.0,DEXXON INC,16835.0,2R,"BERRYHILL, WILLIAM",95,220234.0,30140.0,CREEK,17.0,17N,12E,,SW,SW,NE,35.95312363,-96.05398078,600.0,1450.0,GLENN
3503721547.0,DEXXON INC,16835.0,2R,"BERRYHILL, WILLIAM",96,220235.0,30140.0,CREEK,17.0,17N,12E,,SE,SW,NE,35.95312359,-96.05240305,600.0,1450.0,GLENN
3503721580.0,BEREXCO LLC,22550.0,2R,MCDSU,W-62,154264.0,29021.0,CREEK,27.0,17N,08E,,SW,SW,NE,35.9237638,-96.44832811,NA,NA,DUTCHER
3503721684.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,71,43774.0,22230.0,CREEK,16.0,17N,12E,,,,NW,35.95556601,-96.04030561,0.0,450.0,GLENN
3503721685.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,94,43774.0,22230.0,CREEK,16.0,17N,12E,N2,S2,S2,NE,35.95364305,-96.03359719,NA,NA,GLENN
3503721686.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,95,43774.0,22230.0,CREEK,16.0,17N,12E,,,,NE,35.95554297,-96.03136057,0.0,350.0,GLENN
3503721687.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,96,43774.0,22230.0,CREEK,16.0,17N,12E,,,,NE,35.95555453,-96.03582023,NA,NA,GLENN
3503721688.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 09,H6X,43774.0,22230.0,CREEK,17.0,17N,12E,NE,NE,NE,SE,35.95178686,-96.04735852,740.0,470.0,GLENN
3503721689.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 09,K4,43774.0,22230.0,CREEK,17.0,17N,12E,,,,SE,35.94829831,-96.050718,500.0,840.0,GLENN
3503721707.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 09,K-6,43774.0,22230.0,CREEK,17.0,17N,12E,,,,SE,35.94829811,-96.04728909,NA,NA,GLENN
3503721708.0,HOLLOWAY DAVID A,10368.0,2R,SHELTON PONDER DUTCHER SAND UN,2711,369128.0,33898.0,CREEK,27.0,17N,10E,SW,NE,SE,SW,35.91783881,-96.2360344,1200.0,1200.0,DUTCHER
3503721711.0,MELSON OIL & GAS INC,17983.0,2R,TUCKER,1,373121.0,34066.0,CREEK,9.0,18N,11E,,NW,SE,SW,36.04919442,-96.14767178,0.0,400.0,BARTLESVILLE
3503721763.0,PETCO PETROLEUM CORP,19386.0,2R,LILLIE JACKSON,14,338831.0,32644.0,CREEK,15.0,17N,07E,,C,SE,SE,35.94659034,-96.55015528,300.0,1000.0,LAYTON
3503721768.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,H-12X,43774.0,22230.0,CREEK,16.0,17N,12E,,S2,SE,NE,35.95193059,-96.03136047,700.0,500.0,GLENN
3503721807.0,MID-CON ENERGY OPERATING LLC,23271.0,2D,COLLINS,1,536829.0,39157.0,CREEK,20.0,17N,12E,,NE,NW,NW,35.94340961,-96.06205025,0.0,1000.0,BARTLESVILLE
3503721832.0,KRUMME OIL COMPANY LLP,1235.0,2D,LOEFFLER,1,154177.0,29019.0,CREEK,31.0,17N,09E,NE,SW,NW,NW,35.91332014,-96.40293274,250.0,350.0,BARTLESVILLE
3503721847.0,JAMES JOHNNY,23243.0,2D,WHEELER,3,437528.0,36517.0,CREEK,36.0,17N,11E,NE,SE,SW,NE,35.90989553,-96.0876361,300.0,300.0,RED FORK
3503721868.0,DEXXON INC,16835.0,2R,"BERRYHILL, WILLIAM",103,217245.0,30099.0,CREEK,17.0,17N,12E,,SW,NW,NE,35.95559598,-96.05420971,600.0,1450.0,GLENN
3503721872.0,DEXXON INC,16835.0,2R,T.R. BURROW,24,27804.0,19681.0,CREEK,21.0,17N,12E,,,N2,SW,35.93398604,-96.04252619,NA,NA,GLENN
3503721884.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,E-13X,43774.0,22230.0,CREEK,16.0,17N,12E,,E2,NE,NE,35.95735063,-96.02929967,700.0,500.0,GLENN
3503721885.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,E-11,43774.0,22230.0,CREEK,16.0,17N,12E,,C,N2,NE,35.95736183,-96.0335905,700.0,500.0,GLENN
3503721886.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,E-9X,43774.0,22230.0,CREEK,16.0,17N,12E,,W2,NW,NE,35.95737301,-96.03793202,450.0,500.0,GLENN
3503721887.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 07,H-10X,43774.0,22230.0,CREEK,16.0,17N,12E,,S2,SW,NE,35.95195589,-96.03581993,700.0,500.0,GLENN
3503721888.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,G-9X,43774.0,22230.0,CREEK,16.0,17N,12E,,SE,SE,NW,35.95196933,-96.04020846,700.0,500.0,GLENN
3503721920.0,CARTLEDGE & CARTLEDGE OIL COMPANY INC,11750.0,2D,BRUCE,4A,1301720147.0,41284.0,CREEK,22.0,17N,09E,,NW,SE,NW,35.94054249,-96.34624607,0.0,600.0,BARTLESVILLE
3503721940.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,R.S. LITCHFIELD,79,68139.0,24840.0,CREEK,21.0,17N,07E,,N2,NW,NE,35.944622235,-96.581327473,1500.0,3000.0,PRUE
3503721944.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,R.S. LITCHFIELD,83,68139.0,24840.0,CREEK,21.0,17N,07E,,E2,NE,NE,35.942809622,-96.566137461,1500.0,3000.0,RED FORK
3503721946.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,LITCHFIELD,85,496863.0,38289.0,CREEK,21.0,17N,07E,,NW,NE,NW,35.94372669,-96.57798416,720.0,2000.0,LAYTON
3503721975.0,COLT OIL LLC,21744.0,2D,JOHN S. WORK / BELL,A1,255781.0,30761.0,CREEK,12.0,17N,11E,NE,SE,NE,SW,35.96429895,-96.09242903,25.0,30.0,"BARTLESVILLE, DUTCHER, PRUE  "
3503721980.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,COGEE WEST,36,68139.0,24840.0,CREEK,16.0,17N,07E,,S2,SE,SW,35.94466066,-96.57686847,1500.0,3000.0,BARTLESVILLE
3503722007.0,CANOK INTERNATIONAL INC,16202.0,2D,WESTBY,3,144700.0,28738.0,CREEK,26.0,15N,10E,NE,SW,SW,SE,35.74166317,-96.21710377,300.0,600.0,BARTLESVILLE
3503722020.0,DEXXON INC,16835.0,2R,T.R. BURROW,28,27804.0,19681.0,CREEK,21.0,17N,12E,,C,NE,SW,35.93557138,-96.04030345,NA,NA,GLENN
3503722031.0,MID-CON ENERGY OPERATING LLC,23271.0,2D,E. WILSON,1,457160.0,37174.0,CREEK,17.0,18N,07E,,NW,NW,SW,36.03836612,-96.60063837,150.0,8000.0,ARBUCKLE DOLOMITE
3503722058.0,DEXXON INC,16835.0,2R,T.R. BURROW,35,27804.0,19681.0,CREEK,21.0,17N,12E,,C,N2,SW,35.9355656,-96.04253272,NA,NA,GLENN
3503722060.0,DEXXON INC,16835.0,2R,T.R. BURROW,37,27804.0,19681.0,CREEK,21.0,17N,12E,,C,E2,SW,35.933758661,-96.040294535,NA,NA,GLENN
3503722061.0,DEXXON INC,16835.0,2R,T.R. BURROW,38,27804.0,19681.0,CREEK,21.0,17N,12E,,C,W2,SW,35.933692054,-96.044752745,NA,NA,GLENN
3503722062.0,DEXXON INC,16835.0,2R,T.R. BURROW,39,27804.0,19681.0,CREEK,21.0,17N,12E,,SE,SW,SW,35.931829936,-96.044599759,NA,NA,GLENN
3503722063.0,DEXXON INC,16835.0,2R,T.R. BURROW,40,27804.0,19681.0,CREEK,21.0,17N,12E,,W2,SE,SW,35.931939971,-96.042448708,NA,NA,GLENN
3503722064.0,DEXXON INC,16835.0,2R,T.R. BURROW,41,27804.0,19681.0,CREEK,21.0,17N,12E,,C,SE,SW,35.931945607,-96.04028709,NA,NA,GLENN
3503722077.0,DEXXON INC,16835.0,2R,WM. B. SELF,53,27804.0,19681.0,CREEK,21.0,17N,12E,,W2,NW,SE,35.93557717,-96.03804022,NA,NA,GLENN
3503722087.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,KOCHEL-BARTLESVILLE SU,5-16,178507.0,29524.0,CREEK,34.0,18N,07E,SW,NW,SW,SW,35.9902977,-96.56527771,600.0,1200.0,BARTLESVILLE
3503722130.0,BEREXCO LLC,22550.0,2R,MOSQUITO CREEK DUTCHER SAND UN,W-41,154261.0,29021.0,CREEK,23.0,17N,08E,,NW,SW,SW,35.93305951,-96.43963084,1200.0,400.0,DUTCHER
3503722131.0,BEREXCO LLC,22550.0,2R,MOSQUITO CREEK DUTCHER SAND UT,W-71,154265.0,29021.0,CREEK,27.0,17N,08E,,NW,NE,SE,35.92208933,-96.44319758,1200.0,400.0,DUTCHER
3503722141.0,TROJAN RESOURCES LLC,22594.0,2R,CONLEY,2-A,327829.0,32330.0,CREEK,9.0,16N,11E,C,NW,NE,NW,35.88510248,-96.15133851,700.0,4000.0,TANEHA
3503722155.0,PETCO PETROLEUM CORP,19386.0,2R,BRUNER,W-2,161440.0,29203.0,CREEK,11.0,17N,07E,,NW,SW,SE,35.962917,-96.530456,700.0,1200.0,PRUE
3503722156.0,BEREXCO LLC,22550.0,2R,MOSQUITO CREEK DUTCHER SAND UT,W-61,154263.0,29021.0,CREEK,27.0,17N,08E,,C,W2,NE,35.92648482,-96.44720928,1200.0,400.0,DUTCHER
3503722161.0,PETCO PETROLEUM CORP,19386.0,2R,BRUNER,W-1,167005.0,29314.0,CREEK,11.0,17N,07E,,NE,SW,SW,35.96279773,-96.54353292,600.0,1200.0,"PRUE, LAYTON"
3503722163.0,PETCO PETROLEUM CORP,19386.0,2R,BRUNER,W-4,167007.0,29314.0,CREEK,11.0,17N,07E,,SW,SE,SW,35.95933643,-96.54351431,600.0,1200.0,LAYTON
3503722164.0,PETCO PETROLEUM CORP,19386.0,2R,CUSHING CO-OP WF A BRUNER,W-6,162445.0,29229.0,CREEK,11.0,17N,07E,,SW,SW,SE,35.9598001,-96.53895507,600.0,800.0,"LAYTON, PRUE"
3503722177.0,PINNACLE EXPLORATION & PRODUCTION CO,22141.0,2R,YOUNG,A-1,412423.0,35566.0,CREEK,30.0,17N,12E,E2,SE,SW,NE,35.92372696,-96.07016367,0.0,300.0,BARTLESVILLE
3503722186.0,MID-CON ENERGY OPERATING LLC,23271.0,2R,COGEE WEST,39,68139.0,24840.0,CREEK,16.0,17N,07E,,E2,SE,SW,35.946461838,-96.574666921,1500.0,3000.0,PRUE
3503722199.0,NBI SERVICES INC,13989.0,2R,SCOTT-OGLESBY TR #2,2-50,67726.0,24811.0,CREEK,4.0,16N,07E,N2,SE,NW,NW,35.89829471,-96.57986317,NA,NA,LAYTON
3503722216.0,PETCO PETROLEUM CORP,19386.0,2R,LUTHER MANUEL,W-10,155391.0,29054.0,CREEK,4.0,18N,07E,,S2,N2,N2,36.07200472,-96.57495697,300.0,575.0,SKINNER
3503722231.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,G-8,43774.0,22230.0,CREEK,16.0,17N,12E,,NW,SE,NW,35.95388183,-96.04238883,800.0,90.0,GLENN
3503722232.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,G-8.5,43774.0,22230.0,CREEK,16.0,17N,12E,,C,SE,NW,35.95375296,-96.04031148,800.0,10.0,GLENN
3503722233.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 06,H-8.5,43774.0,22230.0,CREEK,16.0,17N,12E,,S2,SE,NW,35.95195365,-96.0403173,800.0,10.0,GLENN
3503722234.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,H9J,43774.0,22230.0,CREEK,16.0,17N,12E,,W2,NW,SE,35.95008815,-96.03803256,800.0,54.0,GLENN
3503722235.0,DEXXON INC,16835.0,2R,BERRYHILL GLENN SAND UNIT 11,H-11J,43774.0,22230.0,CREEK,16.0,17N,12E,,C,N2,SE,35.95007672,-96.03359009,800.0,170.0,GLENN
